user_id	full_name	email	registration_date	last_authorization_date	status	birth_date	gender	publication_title	publication_description	publication_pages	publication_category	publication_date	publications_number	comment_user_id	comment_text
458	Таисия Фролова	taisiya.frolova@mail.ru, Vatslav_Gorbunov78@yandex.ru	07.03.2023	29.12.2024	Подтвержден	01.12.1995	Мужской	Национальный представляет формирования рамки кадров существующий также формированию общественной нашей.	Выбранный ресурсосберегающих постоянное не уровня. Задач представляет позволяет условий интересный работы технологий формирования кадров. С выбранный технологий прогрессивного демократической сознания насущным системы воздействия.	13	развития	22.02.2025	1	81	Предложений обеспечение обучения. Формированию гражданского дальнейших в. Широкому укрепления демократической проект сущности структура развития постоянный задач насущным.
459	Беляев Прохор	belyaev.prohor@mail.ru, Savva_Doronina36@yahoo.com	25.05.2021	30.01.2025	Не подтвержден	28.01.2019	Мужской	Особенности влечёт играет выполнять.	Широким сложившаяся модернизации. Напрямую прогрессивного нами сложившаяся рост профессионального. По активом участниками.	10	уровня	19.02.2025	3		
459	Беляев Прохор	belyaev.prohor@mail.ru, Savva_Doronina36@yahoo.com	25.05.2021	30.01.2025	Не подтвержден	28.01.2019	Мужской	Дальнейшее создаёт вызывает высшего концепция забывать прогресса сущности.	Кадровой сознания последовательного. Массового за уточнения забывать рост значимость особенности модернизации этих путь. Материально-технической влечёт сущности нашей обучения целесообразности направлений также разнообразный.	12	образом	25.02.2025	3	1069	Сложившаяся гражданского что высокотехнологичная обеспечивает. Уровня подготовке демократической воздействия процесс. Количественный структуры укрепления зависит общественной формировании требует.
459	Беляев Прохор	belyaev.prohor@mail.ru, Savva_Doronina36@yahoo.com	25.05.2021	30.01.2025	Не подтвержден	28.01.2019	Мужской	Дальнейшее создаёт вызывает высшего концепция забывать прогресса сущности.	Кадровой сознания последовательного. Массового за уточнения забывать рост значимость особенности модернизации этих путь. Материально-технической влечёт сущности нашей обучения целесообразности направлений также разнообразный.	12	образом	25.02.2025	3	1156	Повышение нами целесообразности обществом существующий курс внедрения. Плановых новая модели очевидна современного гражданского модернизации играет направлений. Разнообразный всего целесообразности повседневной формировании социально-экономическое разнообразный этих формированию.
459	Беляев Прохор	belyaev.prohor@mail.ru, Savva_Doronina36@yahoo.com	25.05.2021	30.01.2025	Не подтвержден	28.01.2019	Мужской	Прежде забывать роль сомнений обеспечение экономической проблем.	Соответствующей сфера кадров требует соображения общественной требует выбранный. Административных концепция настолько организации высокотехнологичная. Гражданского поэтапного богатый позиции реализация.	6	сущности	03.02.2025	3		
460	Кузнецов Каллистрат	kuznecov_kallistrat29@mail.ru, Svyatopolk.Frolov@hotmail.com	27.12.2020	08.02.2025	Не подтвержден	15.07.2019	Мужской	Концепция принципов значение процесс по направлений мира позволяет формированию общественной.	Обществом выполнять деятельности шагов создаёт актуальность внедрения нас. Сущности обеспечивает равным предложений административных рамки требует нас социально-ориентированный. Существующий поставленных повышению организации опыт повышению подготовке участия также.	11	нами	20.02.2025	2	448	Различных шагов повседневной активом общественной. Обеспечение а играет плановых уровня развития. Организационной образом национальный повышение активности равным различных.
460	Кузнецов Каллистрат	kuznecov_kallistrat29@mail.ru, Svyatopolk.Frolov@hotmail.com	27.12.2020	08.02.2025	Не подтвержден	15.07.2019	Мужской	Концепция принципов значение процесс по направлений мира позволяет формированию общественной.	Обществом выполнять деятельности шагов создаёт актуальность внедрения нас. Сущности обеспечивает равным предложений административных рамки требует нас социально-ориентированный. Существующий поставленных повышению организации опыт повышению подготовке участия также.	11	нами	20.02.2025	2	249	Требует дальнейшее предпосылки ресурсосберегающих кадровой модель создаёт. Принципов предпосылки степени систему эксперимент. Дальнейшее обуславливает дальнейших роль активности новая принципов плановых.
460	Кузнецов Каллистрат	kuznecov_kallistrat29@mail.ru, Svyatopolk.Frolov@hotmail.com	27.12.2020	08.02.2025	Не подтвержден	15.07.2019	Мужской	Концепция принципов значение процесс по направлений мира позволяет формированию общественной.	Обществом выполнять деятельности шагов создаёт актуальность внедрения нас. Сущности обеспечивает равным предложений административных рамки требует нас социально-ориентированный. Существующий поставленных повышению организации опыт повышению подготовке участия также.	11	нами	20.02.2025	2	28	Влечёт а богатый проверки информационно-пропогандистское качественно активности интересный сфера. Технологий намеченных нами опыт широкому. С следует модели воздействия высшего.
460	Кузнецов Каллистрат	kuznecov_kallistrat29@mail.ru, Svyatopolk.Frolov@hotmail.com	27.12.2020	08.02.2025	Не подтвержден	15.07.2019	Мужской	Обуславливает подготовке работы активом.	Новая собой важную. Уточнения мира целесообразности эксперимент системы в постоянное формированию национальный роль. Проект общества соответствующей.	13	кадровой	22.02.2025	2		
461	Нонна Алексеевна Тихонова	nonna_alekseevna@mail.ru, Ivan.Sitnikov@yandex.ru	15.12.2021	14.01.2025	Подтвержден	12.03.2008	Женский	Изменений воздействия этих целесообразности систему информационно-пропогандистское технологий.	Активом новых социально-экономическое насущным. Уточнения сфера целесообразности предпосылки. Стороны же подготовке мира задач не отметить активом.	19	особенности	17.01.2025	1	859	Разработке значение и шагов курс постоянное актуальность разработке собой для. Массового экономической формированию. Значительной сложившаяся базы повышению деятельности.
462	Крылова Любовь	krylova.lyubov@mail.ru	14.02.2024	12.02.2025	Подтвержден	30.12.2008	Мужской	Вызывает качества другой влечёт и широким сфера социально-экономическое организационной повседневной.	Профессионального кругу активизации. Социально-экономическое зависит дальнейшее нами потребностям направлений. Играет обеспечивает обуславливает кадров очевидна нами.	13	модель	27.02.2025	1	74	Развития модели порядка широкому требует. Этих на опыт понимание степени. Способствует зависит равным реализация играет разработке задача.
462	Крылова Любовь	krylova.lyubov@mail.ru	14.02.2024	12.02.2025	Подтвержден	30.12.2008	Мужской	Вызывает качества другой влечёт и широким сфера социально-экономическое организационной повседневной.	Профессионального кругу активизации. Социально-экономическое зависит дальнейшее нами потребностям направлений. Играет обеспечивает обуславливает кадров очевидна нами.	13	модель	27.02.2025	1	142	Для правительством всего. Порядка позиции роль. Рост обществом качественно поэтапного системы сложившаяся особенности.
462	Крылова Любовь	krylova.lyubov@mail.ru	14.02.2024	12.02.2025	Подтвержден	30.12.2008	Мужской	Вызывает качества другой влечёт и широким сфера социально-экономическое организационной повседневной.	Профессионального кругу активизации. Социально-экономическое зависит дальнейшее нами потребностям направлений. Играет обеспечивает обуславливает кадров очевидна нами.	13	модель	27.02.2025	1	215	Повседневная деятельности участниками. Социально-ориентированный подготовке нас обеспечение экономической подготовке с эксперимент. За внедрения кадровой правительством предпосылки обеспечение.
463	Евдоким Данилович Смирнов	evdokim.danilovich83@mail.ru, Yanuarii.Kuznetsova96@ya.ru	22.01.2019	24.02.2025	Не подтвержден	29.11.2016	Мужской	Уточнения опыт анализа роль социально-экономическое работы забывать целесообразности играет сознания.	Равным гражданского современного административных сомнений кадров уровня степени. Массового дальнейших экономической вызывает. Настолько а интересный сомнений поставленных модели различных массового технологий организационной.	7	инновационный	02.02.2025	2	470	От рамки позиции существующий. Организационной новых структура отметить. Задача же количественный прогрессивного значимость формированию другой способствует внедрения.
463	Евдоким Данилович Смирнов	evdokim.danilovich83@mail.ru, Yanuarii.Kuznetsova96@ya.ru	22.01.2019	24.02.2025	Не подтвержден	29.11.2016	Мужской	Уточнения опыт анализа роль социально-экономическое работы забывать целесообразности играет сознания.	Равным гражданского современного административных сомнений кадров уровня степени. Массового дальнейших экономической вызывает. Настолько а интересный сомнений поставленных модели различных массового технологий организационной.	7	инновационный	02.02.2025	2	404	Активом информационно-пропогандистское подготовке новых принципов предпосылки позволяет. Забывать очевидна намеченных форм модернизации подготовке модель подготовке широким. Реализация работы влечёт стороны обеспечивает повышению предложений.
463	Евдоким Данилович Смирнов	evdokim.danilovich83@mail.ru, Yanuarii.Kuznetsova96@ya.ru	22.01.2019	24.02.2025	Не подтвержден	29.11.2016	Мужской	Уточнения опыт анализа роль социально-экономическое работы забывать целесообразности играет сознания.	Равным гражданского современного административных сомнений кадров уровня степени. Массового дальнейших экономической вызывает. Настолько а интересный сомнений поставленных модели различных массового технологий организационной.	7	инновационный	02.02.2025	2	978	Интересный широким интересный идейные собой активности дальнейших соответствующих широкому образом. Принципов работы важную правительством для уровня уточнения таким сомнений. Обеспечивает правительством за занимаемых идейные.
463	Евдоким Данилович Смирнов	evdokim.danilovich83@mail.ru, Yanuarii.Kuznetsova96@ya.ru	22.01.2019	24.02.2025	Не подтвержден	29.11.2016	Мужской	Место этих активизации.	Путь обеспечивает материально-технической повышению. Повышение создаёт намеченных формирования нашей путь поэтапного. Плановых вызывает нас кадровой.	1	материально-технической	16.02.2025	2	1169	Представляет воздействия очевидна экономической системы разработке образом уровня повседневной. Актуальность обуславливает национальный условий активом постоянное сознания представляет. Повышение соответствующих уточнения принципов анализа задач курс однако.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Направлений технологий постоянный насущным значение.	Обеспечивает позволяет технологий концепция деятельности. Условий курс порядка. Очевидна обуславливает концепция значимость.	18	позволяет	13.02.2025	3	416	Повышению обучения по. Отношении роль обществом разработке широкому не степени целесообразности. Инновационный забывать базы постоянный не особенности равным потребностям а эксперимент.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Направлений технологий постоянный насущным значение.	Обеспечивает позволяет технологий концепция деятельности. Условий курс порядка. Очевидна обуславливает концепция значимость.	18	позволяет	13.02.2025	3	303	За национальный также кругу значимость. В способствует высокотехнологичная шагов существующий плановых повседневная гражданского. Образом идейные проблем правительством организации отметить.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Направлений технологий постоянный насущным значение.	Обеспечивает позволяет технологий концепция деятельности. Условий курс порядка. Очевидна обуславливает концепция значимость.	18	позволяет	13.02.2025	3	243	Требует технологий настолько структуры модели социально-ориентированный кругу. Позиции демократической количественный стороны структуры высшего таким. Создаёт дальнейших национальный мира разнообразный занимаемых демократической предпосылки специалистов.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Показывает массового понимание уровня направлений.	Прежде эксперимент задача. Следует укрепления массового участниками идейные внедрения. Различных высшего образом.	11	значение	31.01.2025	3	347	Сомнений дальнейшее участниками структуры общественной порядка повседневной обществом. Укрепления структура участниками показывает принципов концепция активизации соответствующих. Этих повышение зависит и рамки.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Показывает массового понимание уровня направлений.	Прежде эксперимент задача. Следует укрепления массового участниками идейные внедрения. Различных высшего образом.	11	значение	31.01.2025	3	977	Проект очевидна формированию значение роль проблем формированию важные качественно принципов. Современного образом практика. Способствует на внедрения влечёт.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Задача таким поставленных идейные современного обучения современного активизации системы профессионального.	Направлений стороны рамки внедрения материально-технической сомнений разнообразный широким. Анализа участниками управление современного позволяет собой равным последовательного соображения эксперимент. Другой требует сознания разработке общества поставленных вызывает же.	20	этих	11.02.2025	3	1068	Создаёт реализация предпосылки широкому отметить кадров. Новых настолько занимаемых уровня. Дальнейшее повышению настолько реализация дальнейших последовательного.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Задача таким поставленных идейные современного обучения современного активизации системы профессионального.	Направлений стороны рамки внедрения материально-технической сомнений разнообразный широким. Анализа участниками управление современного позволяет собой равным последовательного соображения эксперимент. Другой требует сознания разработке общества поставленных вызывает же.	20	этих	11.02.2025	3	262	Задания экономической инновационный также. Формировании создаёт нами базы прогрессивного организационной позволяет реализация процесс потребностям. Правительством роль равным.
464	Милица Морозова	milica.morozova60@mail.ru, Agap48@mail.ru	10.01.2025	27.02.2025	Подтвержден	06.05.2008	Женский	Задача таким поставленных идейные современного обучения современного активизации системы профессионального.	Направлений стороны рамки внедрения материально-технической сомнений разнообразный широким. Анализа участниками управление современного позволяет собой равным последовательного соображения эксперимент. Другой требует сознания разработке общества поставленных вызывает же.	20	этих	11.02.2025	3	1013	Организации представляет сфера воздействия кадров участниками количественный прогресса опыт нас. На разнообразный систему. Высшего последовательного определения различных социально-экономическое активности общества.
465	Фёкла Петровна Гришина	fyokla.petrovna@mail.ru	18.02.2022	29.12.2024	Подтвержден	12.01.2004	Мужской	Массового соответствующих активности отметить сфера нас.	Управление дальнейшее также гражданского поставленных следует практика постоянное забывать. Представляет важную вызывает. Повышение демократической реализация в также дальнейших высшего соображения подготовке.	3	участниками	27.01.2025	1	790	Инновационный особенности формировании обеспечение. На прогрессивного изменений общества курс. По кадров сфера консультация соответствующих современного кадров курс другой.
465	Фёкла Петровна Гришина	fyokla.petrovna@mail.ru	18.02.2022	29.12.2024	Подтвержден	12.01.2004	Мужской	Массового соответствующих активности отметить сфера нас.	Управление дальнейшее также гражданского поставленных следует практика постоянное забывать. Представляет важную вызывает. Повышение демократической реализация в также дальнейших высшего соображения подготовке.	3	участниками	27.01.2025	1	1084	Подготовке высокотехнологичная кадров модернизации концепция формирования собой организации количественный. Важную же рост. Особенности потребностям создаёт ресурсосберегающих способствует играет мира качественно оценить.
466	Копылова Клавдия Валериевна	kopylova_klavdiya@mail.ru, Olimpiada.Zhuravleva63@hotmail.com	23.03.2024	20.01.2025	Подтвержден	13.11.2024	Мужской	Равным системы степени базы развития всего информационно-пропогандистское.	Образом информационно-пропогандистское образом. Особенности формировании разработке экономической поставленных участия. Новых следует кадровой.	1	концепция	03.01.2025	2	868	Занимаемых сфера а прежде степени финансовых курс понимание насущным. Постоянный актуальность участниками поставленных. Широкому выбранный не активом внедрения формирования потребностям сфера.
466	Копылова Клавдия Валериевна	kopylova_klavdiya@mail.ru, Olimpiada.Zhuravleva63@hotmail.com	23.03.2024	20.01.2025	Подтвержден	13.11.2024	Мужской	Кругу намеченных показывает обучения современного разнообразный высшего стороны принимаемых опыт.	Отметить на напрямую нами способствует. А постоянное активизации следует обучения структуры показывает важные обеспечивает. Прогресса обществом повседневная.	12	повседневная	26.02.2025	2	76	Сущности дальнейшее оценить что идейные предложений поэтапного работы дальнейших поэтапного. Важные обуславливает сознания другой участниками последовательного изменений прогресса. Настолько нами модернизации поэтапного модель порядка.
466	Копылова Клавдия Валериевна	kopylova_klavdiya@mail.ru, Olimpiada.Zhuravleva63@hotmail.com	23.03.2024	20.01.2025	Подтвержден	13.11.2024	Мужской	Кругу намеченных показывает обучения современного разнообразный высшего стороны принимаемых опыт.	Отметить на напрямую нами способствует. А постоянное активизации следует обучения структуры показывает важные обеспечивает. Прогресса обществом повседневная.	12	повседневная	26.02.2025	2	359	Актуальность технологий кругу важные. Насущным форм профессионального не. Не управление играет прогрессивного постоянный информационно-пропогандистское порядка напрямую национальный предложений.
466	Копылова Клавдия Валериевна	kopylova_klavdiya@mail.ru, Olimpiada.Zhuravleva63@hotmail.com	23.03.2024	20.01.2025	Подтвержден	13.11.2024	Мужской	Кругу намеченных показывает обучения современного разнообразный высшего стороны принимаемых опыт.	Отметить на напрямую нами способствует. А постоянное активизации следует обучения структуры показывает важные обеспечивает. Прогресса обществом повседневная.	12	повседневная	26.02.2025	2	1102	Соответствующих модели высшего повышению следует анализа консультация повседневная. Стороны повышение общественной нашей условий. Повышение нами на занимаемых анализа актуальность условий выполнять.
467	Белов Изяслав Даниилович	belov.izyaslav83@mail.ru	11.10.2024	08.02.2025	Подтвержден	28.04.1993	Мужской	Повседневной материально-технической общества базы актуальность общества обществом.	Актуальность другой шагов практика направлений дальнейшее намеченных организации. Уточнения же воздействия также профессионального порядка. Начало проверки важные важные.	16	национальный	07.02.2025	1		
468	Комиссаров Осип	komissarov.osip@mail.ru, Akim3@yahoo.com, Evstafii_Denisova@yahoo.com	27.07.2024	17.02.2025	Подтвержден	06.05.2003	Женский	Особенности качественно развития.	Подготовке проверки сложившаяся создание курс. Определения обществом процесс соответствующей базы. От нами последовательного системы рамки.	3	значительной	05.02.2025	2	829	Для требует управление прежде базы поставленных финансовых модели реализация. Модель путь новая прогрессивного. Обеспечение напрямую выбранный богатый технологий материально-технической.
468	Комиссаров Осип	komissarov.osip@mail.ru, Akim3@yahoo.com, Evstafii_Denisova@yahoo.com	27.07.2024	17.02.2025	Подтвержден	06.05.2003	Женский	Показывает развития интересный форм степени формировании.	Качества активизации же инновационный. Сомнений значительной разнообразный массового кадровой способствует задача значимость прежде соответствующей. Сомнений равным и нашей нами.	6	важную	03.02.2025	2	820	Существующий вызывает рост потребностям. Инновационный принимаемых в формирования влечёт. Позиции с для дальнейшее позволяет.
469	Архипов Захар	arhipov.zahar99@mail.ru, Avksentii.Markov0@yandex.ru, Sidor_Sokolov@hotmail.com	24.09.2021	27.02.2025	Не подтвержден	23.01.1993	Женский	Укрепления участия сфера организационной.	Значимость демократической прогресса. Широкому направлений порядка этих повышению концепция. Важные обеспечение повседневная.	16	позволяет	10.02.2025	1	225	Задач принимаемых формирования этих. Подготовке различных шагов а целесообразности обществом новых внедрения социально-экономическое систему. Поэтапного повышение прогресса актуальность специалистов постоянное внедрения ресурсосберегающих по.
470	Лебедева Татьяна Юльевна	lebedeva_tatyana52@mail.ru, Fortunat88@yandex.ru	22.08.2023	22.01.2025	Не подтвержден	15.01.2010	Женский	Мира принципов место повышению для равным другой предложений деятельности.	Постоянный сознания сознания идейные постоянный в. Выбранный базы современного финансовых. Воздействия новых структура актуальность актуальность кадровой для.	12	процесс	26.02.2025	3	107	Укрепления формированию формирования с сознания значение. Современного этих организационной. Разнообразный отметить путь принципов высшего позиции экономической консультация модель мира.
470	Лебедева Татьяна Юльевна	lebedeva_tatyana52@mail.ru, Fortunat88@yandex.ru	22.08.2023	22.01.2025	Не подтвержден	15.01.2010	Женский	Мира принципов место повышению для равным другой предложений деятельности.	Постоянный сознания сознания идейные постоянный в. Выбранный базы современного финансовых. Воздействия новых структура актуальность актуальность кадровой для.	12	процесс	26.02.2025	3	824	Повседневной обеспечение особенности. Общества актуальность важную технологий. Разработке формировании проблем.
470	Лебедева Татьяна Юльевна	lebedeva_tatyana52@mail.ru, Fortunat88@yandex.ru	22.08.2023	22.01.2025	Не подтвержден	15.01.2010	Женский	Управление общественной порядка.	Образом дальнейшее анализа собой форм богатый. Способствует значительной практика мира обеспечение. Стороны способствует от реализация забывать показывает формирования сомнений существующий.	3	дальнейших	18.02.2025	3	827	Богатый оценить условий занимаемых новых профессионального. Правительством материально-технической административных высокотехнологичная концепция процесс формировании активизации. Задача кадров модернизации.
470	Лебедева Татьяна Юльевна	lebedeva_tatyana52@mail.ru, Fortunat88@yandex.ru	22.08.2023	22.01.2025	Не подтвержден	15.01.2010	Женский	Место постоянный общественной показывает опыт финансовых степени сложившаяся равным реализация.	Определения однако значимость специалистов систему. Концепция позиции следует мира. Повышение курс что управление.	20	подготовке	22.01.2025	3	607	Принимаемых последовательного общественной сомнений концепция кадровой. Актуальность общества соответствующей. Нами структура таким потребностям создание степени.
471	Марина Авдеева	marina_avdeeva@mail.ru, Mariya70@yahoo.com, Prokl_Petukhov74@ya.ru	03.04.2022	21.02.2025	Подтвержден	13.11.2009	Женский	Сущности общественной правительством модели формирования разработке интересный национальный.	Модели стороны гражданского. Отношении социально-экономическое путь начало информационно-пропогандистское изменений социально-экономическое структура что требует. Вызывает выполнять реализация структура порядка.	4	кругу	24.01.2025	3	946	Насущным сущности опыт. Широкому создание нас также место значимость важную с. Процесс способствует соответствующей.
471	Марина Авдеева	marina_avdeeva@mail.ru, Mariya70@yahoo.com, Prokl_Petukhov74@ya.ru	03.04.2022	21.02.2025	Подтвержден	13.11.2009	Женский	Сущности общественной правительством модели формирования разработке интересный национальный.	Модели стороны гражданского. Отношении социально-экономическое путь начало информационно-пропогандистское изменений социально-экономическое структура что требует. Вызывает выполнять реализация структура порядка.	4	кругу	24.01.2025	3	711	Количественный создаёт анализа административных участия реализация специалистов прежде таким же. Целесообразности специалистов задач массового. Социально-ориентированный существующий выбранный опыт формировании потребностям позиции дальнейших.
471	Марина Авдеева	marina_avdeeva@mail.ru, Mariya70@yahoo.com, Prokl_Petukhov74@ya.ru	03.04.2022	21.02.2025	Подтвержден	13.11.2009	Женский	Сущности общественной правительством модели формирования разработке интересный национальный.	Модели стороны гражданского. Отношении социально-экономическое путь начало информационно-пропогандистское изменений социально-экономическое структура что требует. Вызывает выполнять реализация структура порядка.	4	кругу	24.01.2025	3	146	Качественно общества понимание поставленных экономической. Повышению стороны играет кругу концепция начало актуальность. Различных кругу шагов проверки правительством выбранный путь значение уточнения обществом.
471	Марина Авдеева	marina_avdeeva@mail.ru, Mariya70@yahoo.com, Prokl_Petukhov74@ya.ru	03.04.2022	21.02.2025	Подтвержден	13.11.2009	Женский	Значительной вызывает повышению системы.	Определения концепция количественный сущности технологий требует особенности предложений другой модернизации. Реализация соответствующей же соответствующей деятельности формировании предпосылки значение материально-технической. Курс общества уточнения определения влечёт специалистов роль на разработке стороны.	7	шагов	22.02.2025	3	1066	Для национальный повседневная общества. Различных соображения ресурсосберегающих от внедрения а обеспечивает курс. В собой насущным сущности процесс новых экономической последовательного специалистов образом.
471	Марина Авдеева	marina_avdeeva@mail.ru, Mariya70@yahoo.com, Prokl_Petukhov74@ya.ru	03.04.2022	21.02.2025	Подтвержден	13.11.2009	Женский	Значительной вызывает повышению системы.	Определения концепция количественный сущности технологий требует особенности предложений другой модернизации. Реализация соответствующей же соответствующей деятельности формировании предпосылки значение материально-технической. Курс общества уточнения определения влечёт специалистов роль на разработке стороны.	7	шагов	22.02.2025	3	331	Развития дальнейшее образом базы сомнений. Управление за в структура формирования формировании по обуславливает и целесообразности. Показывает задача соображения нас организации создание обучения стороны.
